resolution,nodes,energy,exact,error,change_percent
5,36,10.861103337098537,9.869604401089358,10.04598457765686,nan
10,121,10.114213261407816,9.869604401089358,2.478405925686941,7.384559296772834
20,441,9.930552291297097,9.869604401089358,0.6175312376351381,1.8494537335216972
30,961,9.896675725289391,9.869604401089358,0.274289861071284,0.34230247557914445
40,1681,9.884828758046233,9.869604401089358,0.1542549867063997,0.11984999976368119
50,2601,9.879347024237912,9.869604401089358,0.09871341091927542,0.055486802871399864
